5e-05 2870.08E-07
0.0001 1416.35E-07
0.00015 1979.59E-07
0.0002 1856.89E-07
0.00025 1395.47E-07
0.0003 1554.17E-07
0.00035 2550.49E-07
0.0004 2158.31E-07
0.00045 4699.32E-07
0.0005 1435.94E-07
0.00055 1967.61E-07
0.0006 1320.27E-07
0.00065 1345.49E-07
0.0007 1369.33E-07
0.00075 1690.61E-07
0.0008 1955.73E-07
0.00085 3296.63E-07
0.0009 1575.65E-07
0.00095 3846.10E-07
0.001 2586.59E-07
0.00105 4363.87E-08
0.0011 8836.26E-08
0.00115 4382.42E-08
0.0012 5329.91E-08
0.00125 4267.14E-08
0.0013 4533.99E-08
0.00135 4505.83E-08
0.0014 5396.32E-08
0.00145 5639.83E-08
0.0015 7781.82E-08
0.00155 7376.33E-08
0.0016 1771.44E-07
0.00165 6129.15E-08
0.0017 5880.82E-08
0.00175 7017.54E-08
0.0018 7082.88E-08
0.00185 1277.68E-07
0.0019 5935.47E-08
0.00195 4904.53E-08
0.002 9437.94E-08
0.00205 4699.74E-08
0.0021 4376.72E-07
0.00215 1020.02E-07
0.0022 8614.17E-08
0.00225 7554.00E-08
0.0023 1284.87E-07
0.00235 1065.93E-07
0.0024 1234.89E-07
0.00245 1113.33E-07
0.0025 1196.20E-07
0.00255 2210.04E-07
0.0026 1250.86E-07
0.00265 1683.18E-07
0.0027 3871.08E-07
0.00275 1168.52E-07
0.0028 8087.57E-08
0.00285 6458.59E-08
0.0029 4286.17E-07
0.00295 1564.03E-07
0.003 6031.09E-08
0.00305 5899.15E-08
0.0031 9736.71E-08
0.00315 7892.46E-08
0.0032 1437.67E-07
0.00325 8485.25E-08
0.0033 1450.85E-07
0.00335 1422.55E-07
0.0034 2351.87E-07
0.00345 9968.12E-08
0.0035 1147.66E-07
0.00355 7106.62E-08
0.0036 9855.72E-08
0.00365 2243.45E-07
0.0037 6299.36E-08
0.00375 7305.38E-08
0.0038 1076.81E-07
0.00385 1005.56E-07
0.0039 1408.71E-07
0.00395 1052.60E-07
0.004 7800.64E-08
0.00405 5150.41E-07
0.0041 5760.72E-07
0.00415 6281.12E-07
0.0042 5098.99E-07
0.00425 6979.60E-07
0.0043 4551.14E-07
0.00435 5441.57E-07
0.0044 4594.54E-07
0.00445 6428.93E-07
0.0045 6816.43E-07
0.00455 7560.40E-07
0.0046 8424.49E-07
0.00465 1250.61E-06
0.0047 1928.70E-06
0.00475 2245.44E-06
0.0048 8315.36E-07
0.00485 8961.16E-08
0.0049 3228.97E-09
0.00495 0000.00E+00
0.005 0000.00E+00
